Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
128,28,4,166,3,Some Random Commen with Id 128
129,28,4,4,6,Some Random Commen with Id 129
130,28,4,109,9,Some Random Commen with Id 130
131,29,9,136,7,Some Random Commen with Id 131
132,30,2,150,0,Some Random Commen with Id 132
133,30,2,60,8,Some Random Commen with Id 133
134,30,2,141,0,Some Random Commen with Id 134
135,30,2,44,6,Some Random Commen with Id 135
136,31,8,163,7,Some Random Commen with Id 136
137,32,2,116,9,Some Random Commen with Id 137
138,32,2,58,8,Some Random Commen with Id 138
139,32,2,33,0,Some Random Commen with Id 139
140,32,2,179,8,Some Random Commen with Id 140
141,32,2,152,0,Some Random Commen with Id 141
142,33,4,170,9,Some Random Commen with Id 142
143,33,4,164,2,Some Random Commen with Id 143
144,33,4,93,8,Some Random Commen with Id 144
145,33,4,81,8,Some Random Commen with Id 145
146,33,4,88,4,Some Random Commen with Id 146
147,34,5,95,5,Some Random Commen with Id 147
148,34,5,159,4,Some Random Commen with Id 148
149,34,5,52,3,Some Random Commen with Id 149
150,34,5,163,1,Some Random Commen with Id 150
151,34,5,85,4,Some Random Commen with Id 151
152,35,6,118,6,Some Random Commen with Id 152
153,35,6,102,2,Some Random Commen with Id 153
154,35,6,139,3,Some Random Commen with Id 154
155,35,6,122,5,Some Random Commen with Id 155
156,35,6,159,1,Some Random Commen with Id 156
157,37,5,144,1,Some Random Commen with Id 157
158,37,5,46,7,Some Random Commen with Id 158
159,37,5,84,4,Some Random Commen with Id 159
160,37,5,114,8,Some Random Commen with Id 160
161,37,5,49,9,Some Random Commen with Id 161
162,37,5,79,5,Some Random Commen with Id 162
163,37,5,191,2,Some Random Commen with Id 163
164,37,5,153,0,Some Random Commen with Id 164
165,37,5,80,4,Some Random Commen with Id 165
166,38,1,51,7,Some Random Commen with Id 166
167,38,1,57,6,Some Random Commen with Id 167
168,38,1,159,3,Some Random Commen with Id 168
169,38,1,17,7,Some Random Commen with Id 169
170,38,1,85,3,Some Random Commen with Id 170
171,38,1,165,0,Some Random Commen with Id 171
172,38,1,158,5,Some Random Commen with Id 172
173,38,1,87,1,Some Random Commen with Id 173
174,39,1,187,9,Some Random Commen with Id 174
175,39,1,44,9,Some Random Commen with Id 175
176,39,1,56,5,Some Random Commen with Id 176
177,39,1,72,9,Some Random Commen with Id 177
178,39,1,35,2,Some Random Commen with Id 178
